boundary_year,decision,district,event_rows,evidence,historical_boundary_verified,method,note,reference_name,shape_id,state,state_overlap
2021,unresolved,Mumbai,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,City versus suburban district scope is ambiguous; do not choose one or union both.,Mumbai,,Maharashtra,
2021,accepted_reference_boundary,Palghar,7,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Palghar,76128533B37148244536449,Maharashtra,0.977525912864018
2021,accepted_reference_boundary,Raigad,5,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Raigarh,76128533B99895802074414,Maharashtra,0.9871510494038614
2021,accepted_reference_boundary,Imphal East,3,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Imphal East,76128533B30779259886340,Manipur,0.9999999999999998
2021,accepted_reference_boundary,Imphal West,3,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Imphal West,76128533B99807650893733,Manipur,0.9999999999999996
2021,accepted_reference_boundary,Jiribam,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Jiribam,76128533B64881202564500,Manipur,0.9683940052176159
2021,accepted_reference_boundary,Kangpokpi,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Kangpokpi,76128533B56326354019534,Manipur,0.9999999999999978
2021,accepted_reference_boundary,Noney,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Noney,76128533B36594996191182,Manipur,0.9999999999999981
2021,accepted_reference_boundary,Pherzawl,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Pherzawl,76128533B71254158898830,Manipur,0.9743553509210934
2021,accepted_reference_boundary,East Jaintia Hills,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",East Jaintia Hills,76128533B70185077694103,Meghalaya,0.9935393817539592
2021,unresolved,Eastern West Khasi Hills,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,No unique district polygon in the pinned reference layer; parent substitution prohibited.,Eastern West Khasi Hills,,Meghalaya,
2021,accepted_reference_boundary,North Garo Hills,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",North Garo Hills,76128533B35759455556328,Meghalaya,0.9765072506366478
2021,accepted_reference_boundary,South West Garo Hills,3,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",South West Garo Hills,76128533B52906466328910,Meghalaya,0.9914139549811829
2021,accepted_reference_boundary,South West Khasi Hills,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",South West Khasi Hills,76128533B27102120636500,Meghalaya,0.9987652227853935
2021,accepted_reference_boundary,West Jaintia Hills,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",West Jaintia Hills,76128533B84622469201834,Meghalaya,0.9945172966969166
2021,unresolved,Chumoukedima,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,No unique district polygon in the pinned reference layer; parent substitution prohibited.,Chumoukedima,,Nagaland,
